"User","Case","Stage","Answer","Points","Confidence","Time"
98,"Case-01","EKG Hypothesis","nstemi",1.0,52,191.34
98,"Case-01","Description Hypothesis","nstemi",1.0,73,92.98
98,"Case-03","EKG Hypothesis","pericarditis",0.5,44,31.93
98,"Case-03","Description Hypothesis","pericarditis",0.5,60,44.45
98,"Case-07","EKG Hypothesis","pericarditis",1.0,40,125.77
98,"Case-07","Description Hypothesis","pericarditis",1.0,82,53.21
98,"Case-08","EKG Hypothesis","nstemi",1.0,30,65.68
98,"Case-08","Description Hypothesis","acs",1.0,84,39.55
98,"Case-09","EKG Hypothesis","lateraal infarct",0.5,25,96.84
98,"Case-09","Description Hypothesis","lateraal infarct",0.5,83,34.85
98,"Case-12","EKG Hypothesis","niet cardiale klachten",1.0,29,30.03
98,"Case-12","Description Hypothesis","iap/nstemi",0.0,35,95.69
98,"Case-13","EKG Hypothesis","acs",1.0,16,139.30
98,"Case-13","Description Hypothesis","acs",1.0,80,50.75
98,"Case-15","EKG Hypothesis","niet cardiale klachten",0.0,20,73.51
98,"Case-15","Description Hypothesis","nstemi",1.0,69,48.80
98,"Case-16","EKG Hypothesis","niet cardiaal",0.0,16,58.68
98,"Case-16","Description Hypothesis","niet cardiale klachten",0.0,63,54.02
98,"Case-17","EKG Hypothesis","acs",0.5,24,41.05
98,"Case-17","Description Hypothesis","slokdarm spasme",0.0,17,58.16
98,"Case-19","EKG Hypothesis","longembolie",0.0,25,31.75
98,"Case-19","Description Hypothesis","acs",1.0,62,42.94
