"User","Case","Stage","Answer","Points","Confidence","Time"
83,"Case-01","Description Hypothesis","acs",1.0,91,89.84
83,"Case-01","EKG Hypothesis","acs",1.0,92,40.72
83,"Case-02","Description Hypothesis","acs",0.0,80,50.07
83,"Case-02","EKG Hypothesis","inferior cx infarct",0.0,71,30.71
83,"Case-03","Description Hypothesis","costomyalgeen",1.0,90,46.80
83,"Case-03","EKG Hypothesis","costomyalgeen",1.0,100,34.72
83,"Case-07","Description Hypothesis","pericarditis",1.0,74,28.00
83,"Case-07","EKG Hypothesis","pericarditis",1.0,95,24.66
83,"Case-08","Description Hypothesis","acs",1.0,83,31.94
83,"Case-08","EKG Hypothesis","acs",1.0,89,51.82
83,"Case-09","Description Hypothesis","acs",1.0,81,50.49
83,"Case-09","EKG Hypothesis","subacuut inferolateraal infarct",0.5,100,56.18
83,"Case-12","Description Hypothesis","acs",0.0,60,88.35
83,"Case-12","EKG Hypothesis","acs",0.0,50,44.11
83,"Case-13","Description Hypothesis","acs",1.0,70,32.58
83,"Case-13","EKG Hypothesis","acs",1.0,90,38.66
83,"Case-15","Description Hypothesis","acs",1.0,91,26.57
83,"Case-15","EKG Hypothesis","acs",1.0,88,19.02
83,"Case-16","Description Hypothesis","acs",1.0,90,27.78
83,"Case-16","EKG Hypothesis","ip ischaemie",1.0,100,50.68
83,"Case-17","Description Hypothesis","acs",0.5,90,41.02
83,"Case-17","EKG Hypothesis","acs",0.5,91,29.96
83,"Case-19","Description Hypothesis","acs",1.0,70,31.08
83,"Case-19","EKG Hypothesis","acs",1.0,71,16.98
