"User","Case","Stage","Answer","Points","Confidence","Time"
107,"Case-01","EKG Hypothesis","doorgemaakt onderwandinfarct",0.5,94,62.56
107,"Case-01","Description Hypothesis","restenose rca",0.5,52,40.56
107,"Case-02","EKG Hypothesis","acuut onderwandinfarct",0.0,66,70.04
107,"Case-02","Description Hypothesis","pericarditis",1.0,97,44.77
107,"Case-03","EKG Hypothesis","acuut inferolateraal infarct",0.0,97,51.71
107,"Case-03","Description Hypothesis","gastro-esofageale reflux",1.0,56,113.38
107,"Case-07","EKG Hypothesis","pericarditis",1.0,49,71.89
107,"Case-07","Description Hypothesis","pericarditis",1.0,96,44.73
107,"Case-08","EKG Hypothesis","subendocardiale ischemie",0.0,51,114.20
107,"Case-08","Description Hypothesis","angina pectoris",1.0,51,84.18
107,"Case-09","EKG Hypothesis","tamponade",0.0,48,92.38
107,"Case-09","Description Hypothesis","pericarditis met pericardeffusie",0.0,97,56.73
107,"Case-12","EKG Hypothesis","niet cardiaal",1.0,37,73.83
107,"Case-12","Description Hypothesis","paroxysmaal af",0.5,77,80.26
107,"Case-13","EKG Hypothesis","mitralisinsufficientie",0.0,68,83.19
107,"Case-13","Description Hypothesis","nstemi (met mitralisklepruptuur)",0.5,68,46.56
107,"Case-15","EKG Hypothesis","nstemi",1.0,49,27.58
107,"Case-15","Description Hypothesis","nstemi",1.0,64,111.86
107,"Case-16","EKG Hypothesis","panischemie",1.0,65,65.70
107,"Case-16","Description Hypothesis","hoofdstamstenose",1.0,97,26.67
107,"Case-17","EKG Hypothesis","infero-anterolateraal infarct",0.0,51,129.65
107,"Case-17","Description Hypothesis","infero-anterolateraal infarct",0.0,61,60.61
107,"Case-19","EKG Hypothesis","nstemi",1.0,48,23.36
107,"Case-19","Description Hypothesis","nstemi",1.0,59,21.82
