"User","Case","Stage","Answer","Points","Confidence","Time"
91,"Case-01","EKG Hypothesis","acs",1.0,50,49.75
91,"Case-01","Description Hypothesis","acs",1.0,48,79.93
91,"Case-02","EKG Hypothesis","acs",0.0,61,57.53
91,"Case-02","Description Hypothesis","gerd",1.0,59,100.78
91,"Case-03","EKG Hypothesis","acs",0.0,48,58.55
91,"Case-03","Description Hypothesis","functional",1.0,47,93.20
91,"Case-07","EKG Hypothesis","acs",0.0,86,18.21
91,"Case-07","Description Hypothesis","pericarditis",1.0,82,70.76
91,"Case-08","EKG Hypothesis","acs",1.0,42,51.02
91,"Case-08","Description Hypothesis","acs",1.0,62,37.26
91,"Case-09","EKG Hypothesis","le",0.0,63,32.57
91,"Case-09","Description Hypothesis","le",0.0,51,22.65
91,"Case-12","EKG Hypothesis","acs",0.0,42,21.91
91,"Case-12","Description Hypothesis","functional",1.0,52,59.48
91,"Case-13","EKG Hypothesis","la dilation",0.5,53,99.44
91,"Case-13","Description Hypothesis","acs",1.0,61,33.22
91,"Case-15","EKG Hypothesis","acs",1.0,49,16.12
91,"Case-15","Description Hypothesis","acs",1.0,53,59.06
91,"Case-16","EKG Hypothesis","acs ,",1.0,54,31.70
91,"Case-16","Description Hypothesis","acs",1.0,65,56.73
91,"Case-17","EKG Hypothesis","acs",0.5,53,23.36
91,"Case-17","Description Hypothesis","functional",1.0,29,41.89
91,"Case-19","EKG Hypothesis","copd",0.0,31,73.27
91,"Case-19","Description Hypothesis","acs",1.0,66,65.37
