Cycle,Case,Time
EKG Cycle,Case-01,137.12800000000001
Description Cycle,Case-01,40.36699999999999
EKG Cycle,Case-02,55.58600000000001
Description Cycle,Case-02,103.26400000000001
EKG Cycle,Case-03,55.946000000000026
Description Cycle,Case-03,131.04699999999997
EKG Cycle,Case-07,133.082
Description Cycle,Case-07,60.69200000000001
EKG Cycle,Case-08,85.66300000000001
Description Cycle,Case-08,69.91200000000003
EKG Cycle,Case-09,146.00300000000004
Description Cycle,Case-09,135.63599999999997
EKG Cycle,Case-12,64.6579999999999
Description Cycle,Case-12,125.44000000000005
EKG Cycle,Case-13,57.14200000000005
Description Cycle,Case-13,52.6909999999998
EKG Cycle,Case-15,26.990999999999985
Description Cycle,Case-15,64.625
EKG Cycle,Case-16,33.50599999999986
Description Cycle,Case-16,50.422000000000025
EKG Cycle,Case-17,26.05300000000011
Description Cycle,Case-17,15.68100000000004
EKG Cycle,Case-19,
Description Cycle,Case-19,
