Cycle,Case,Time
EKG Cycle,Case-01,191.343
Description Cycle,Case-01,92.97500000000002
EKG Cycle,Case-02,
Description Cycle,Case-02,
EKG Cycle,Case-03,31.92700000000002
Description Cycle,Case-03,44.44499999999999
EKG Cycle,Case-07,125.769
Description Cycle,Case-07,53.20500000000004
EKG Cycle,Case-08,65.67600000000004
Description Cycle,Case-08,39.54499999999996
EKG Cycle,Case-09,96.84199999999998
Description Cycle,Case-09,34.85399999999993
EKG Cycle,Case-12,30.028999999999996
Description Cycle,Case-12,95.68600000000004
EKG Cycle,Case-13,139.3019999999999
Description Cycle,Case-13,50.74700000000007
EKG Cycle,Case-15,73.51199999999994
Description Cycle,Case-15,48.80300000000011
EKG Cycle,Case-16,58.67900000000009
Description Cycle,Case-16,54.021999999999935
EKG Cycle,Case-17,41.05000000000018
Description Cycle,Case-17,58.15599999999995
EKG Cycle,Case-19,31.751999999999953
Description Cycle,Case-19,42.93599999999992
