Cycle,Case,Time
EKG Cycle,Case-01,61.309
Description Cycle,Case-01,62.907
EKG Cycle,Case-02,61.16299999999998
Description Cycle,Case-02,64.19100000000003
EKG Cycle,Case-03,79.23400000000004
Description Cycle,Case-03,31.137999999999977
EKG Cycle,Case-07,86.19799999999998
Description Cycle,Case-07,34.291
EKG Cycle,Case-08,118.39499999999998
Description Cycle,Case-08,23.898000000000025
EKG Cycle,Case-09,91.11099999999999
Description Cycle,Case-09,48.65999999999997
EKG Cycle,Case-12,37.82899999999995
Description Cycle,Case-12,62.19100000000003
EKG Cycle,Case-13,70.332
Description Cycle,Case-13,62.315000000000055
EKG Cycle,Case-15,49.99599999999987
Description Cycle,Case-15,102.45800000000008
EKG Cycle,Case-16,47.11200000000008
Description Cycle,Case-16,32.64499999999998
EKG Cycle,Case-17,42.152000000000044
Description Cycle,Case-17,71.28700000000003
EKG Cycle,Case-19,70.05299999999988
Description Cycle,Case-19,39.68900000000008
