Cycle,Case,Time
EKG Cycle,Case-01,86.41199999999999
Description Cycle,Case-01,157.517
EKG Cycle,Case-02,70.221
Description Cycle,Case-02,51.384000000000015
EKG Cycle,Case-03,99.58300000000003
Description Cycle,Case-03,28.130999999999972
EKG Cycle,Case-07,45.93799999999999
Description Cycle,Case-07,55.752000000000066
EKG Cycle,Case-08,50.399
Description Cycle,Case-08,34.16700000000003
EKG Cycle,Case-09,49.01100000000008
Description Cycle,Case-09,77.98399999999992
EKG Cycle,Case-12,17.736999999999966
Description Cycle,Case-12,32.210000000000036
EKG Cycle,Case-13,45.766000000000076
Description Cycle,Case-13,56.33600000000001
EKG Cycle,Case-15,16.937000000000012
Description Cycle,Case-15,19.947000000000003
EKG Cycle,Case-16,34.10100000000011
Description Cycle,Case-16,28.611999999999853
EKG Cycle,Case-17,30.194000000000187
Description Cycle,Case-17,33.202999999999975
EKG Cycle,Case-19,31.154999999999973
Description Cycle,Case-19,21.189000000000078
