Cycle,Case,Time
EKG Cycle,Case-01,50.517
Description Cycle,Case-01,167.629
EKG Cycle,Case-02,40.281000000000006
Description Cycle,Case-02,135.632
EKG Cycle,Case-03,87.60399999999998
Description Cycle,Case-03,51.22500000000008
EKG Cycle,Case-07,97.70399999999995
Description Cycle,Case-07,47.02200000000005
EKG Cycle,Case-08,62.70900000000006
Description Cycle,Case-08,48.27099999999996
EKG Cycle,Case-09,108.90099999999995
Description Cycle,Case-09,37.54200000000003
EKG Cycle,Case-12,33.351
Description Cycle,Case-12,51.210000000000036
EKG Cycle,Case-13,104.77599999999984
Description Cycle,Case-13,57.98700000000008
EKG Cycle,Case-15,38.99000000000001
Description Cycle,Case-15,109.87300000000005
EKG Cycle,Case-16,20.026999999999816
Description Cycle,Case-16,28.22199999999998
EKG Cycle,Case-17,24.107999999999947
Description Cycle,Case-17,26.00500000000011
EKG Cycle,Case-19,35.205999999999904
Description Cycle,Case-19,49.105999999999995
