Cycle,Case,Time
EKG Cycle,Case-01,114.384
Description Cycle,Case-01,141.078
EKG Cycle,Case-02,98.11400000000003
Description Cycle,Case-02,96.185
EKG Cycle,Case-03,65.58999999999997
Description Cycle,Case-03,82.11199999999997
EKG Cycle,Case-07,105.60199999999998
Description Cycle,Case-07,35.773000000000025
EKG Cycle,Case-08,72.16499999999996
Description Cycle,Case-08,43.668000000000006
EKG Cycle,Case-09,69.6099999999999
Description Cycle,Case-09,30.286000000000058
EKG Cycle,Case-12,66.28500000000008
Description Cycle,Case-12,109.72799999999984
EKG Cycle,Case-13,63.60799999999995
Description Cycle,Case-13,33.039999999999964
EKG Cycle,Case-15,6.866999999999962
Description Cycle,Case-15,149.06799999999998
EKG Cycle,Case-16,65.77599999999984
Description Cycle,Case-16,114.55700000000002
EKG Cycle,Case-17,66.56900000000019
Description Cycle,Case-17,40.215999999999894
EKG Cycle,Case-19,
Description Cycle,Case-19,
