Cycle,Case,Time
EKG Cycle,Case-01,103.066
Description Cycle,Case-01,70.836
EKG Cycle,Case-02,94.012
Description Cycle,Case-02,41.44900000000001
EKG Cycle,Case-03,42.41399999999999
Description Cycle,Case-03,34.35700000000003
EKG Cycle,Case-07,46.947
Description Cycle,Case-07,22.860000000000014
EKG Cycle,Case-08,51.52600000000001
Description Cycle,Case-08,28.23599999999999
EKG Cycle,Case-09,148.10299999999995
Description Cycle,Case-09,40.39300000000003
EKG Cycle,Case-12,62.68999999999994
Description Cycle,Case-12,66.96600000000001
EKG Cycle,Case-13,53.11099999999999
Description Cycle,Case-13,32.91000000000008
EKG Cycle,Case-15,33.82400000000007
Description Cycle,Case-15,39.7349999999999
EKG Cycle,Case-16,55.78800000000001
Description Cycle,Case-16,29.644999999999982
EKG Cycle,Case-17,26.498000000000047
Description Cycle,Case-17,41.93900000000008
EKG Cycle,Case-19,41.58199999999988
Description Cycle,Case-19,33.93900000000008
