"User","Case","Stage","Answer","Points","Confidence","Time"
78,"Case-01","Description Hypothesis","angina pectoris",1.0,55,116.30
78,"Case-01","EKG Hypothesis","nstemi oud ecg?",0.5,56,24.54
78,"Case-02","Description Hypothesis","gastrointestinaal",1.0,73,71.49
78,"Case-02","EKG Hypothesis","acs",0.0,65,68.46
78,"Case-03","Description Hypothesis","hyperventilatie",1.0,63,37.92
78,"Case-03","EKG Hypothesis","hyperventilatie dd toch pericarditis anamnese onvolledig",1.0,57,88.83
78,"Case-07","Description Hypothesis","pericarditis",1.0,78,55.77
78,"Case-07","EKG Hypothesis","pericarditis",1.0,83,47.02
78,"Case-08","Description Hypothesis","acs",1.0,80,41.50
78,"Case-08","EKG Hypothesis","stemi",0.5,73,50.44
78,"Case-09","Description Hypothesis","acs",1.0,61,81.42
78,"Case-09","EKG Hypothesis","acs",1.0,69,55.54
78,"Case-12","Description Hypothesis","atriumfib",0.5,60,181.10
78,"Case-12","EKG Hypothesis","non cardiale pijn",1.0,57,64.75
78,"Case-13","Description Hypothesis","acs",1.0,84,24.05
78,"Case-13","EKG Hypothesis","acs",1.0,75,53.25
78,"Case-15","Description Hypothesis","acs",1.0,64,46.14
78,"Case-15","EKG Hypothesis","iap",1.0,78,47.08
78,"Case-16","Description Hypothesis","stabiele ap",0.0,59,57.06
78,"Case-16","EKG Hypothesis","acs",1.0,65,35.33
78,"Case-17","Description Hypothesis","gastrointestinaal",0.0,64,66.54
78,"Case-17","EKG Hypothesis","acs",0.5,56,38.85
78,"Case-19","Description Hypothesis","acs",1.0,69,44.28
78,"Case-19","EKG Hypothesis","acs",1.0,64,27.91
