code,name
http://purl.obolibrary.org/obo/CHEBI_6801,METFORMIN
http://purl.obolibrary.org/obo/CHEBI_5118,FLUOXETINE
http://purl.obolibrary.org/obo/DRON_00020192,VITAMIN D3
http://purl.obolibrary.org/obo/CHEBI_3561,CETIRIZINE
http://purl.obolibrary.org/obo/CHEBI_27300,VITAMIN D
http://purl.obolibrary.org/obo/CHEBI_26216,POTASSIUM
http://purl.obolibrary.org/obo/CHEBI_50730,MONTELUKAST
http://purl.obolibrary.org/obo/CHEBI_37943,COLISTIN
http://purl.obolibrary.org/obo/CHEBI_3723,CITALOPRAM
http://purl.obolibrary.org/obo/CHEBI_46195,PARACETAMOL
http://purl.obolibrary.org/obo/CHEBI_9943,VENLAFAXINE
http://purl.obolibrary.org/obo/CHEBI_7915,PANTOPRAZOLE
http://purl.obolibrary.org/obo/CHEBI_2668,AMLODIPINE
http://purl.obolibrary.org/obo/CHEBI_28445,VINCRISTINE
http://purl.obolibrary.org/obo/CHEBI_37941,CLOPIDOGREL
http://purl.obolibrary.org/obo/CHEBI_39548,ATORVASTATIN
http://purl.obolibrary.org/obo/CHEBI_3127,BISOPROLOL
http://purl.obolibrary.org/obo/CHEBI_16709,PYRIDOXINE
http://purl.obolibrary.org/obo/CHEBI_9654,TRAZODONE
http://purl.obolibrary.org/obo/DRON_00020050,IPILIMUMAB
http://purl.obolibrary.org/obo/DRON_00723857,APIXABAN
http://purl.obolibrary.org/obo/CHEBI_48416,OLMESARTAN
http://purl.obolibrary.org/obo/CHEBI_41774,TAMOXIFEN
http://purl.obolibrary.org/obo/CHEBI_205919,CLOBETASOL
http://purl.obolibrary.org/obo/CHEBI_5790,HYDROMORPHONE
http://purl.obolibrary.org/obo/DRON_00018947,AMBRISENTAN
http://purl.obolibrary.org/obo/CHEBI_47381,DICLOFENAC
http://purl.obolibrary.org/obo/CHEBI_16714,CODEINE
http://purl.obolibrary.org/obo/CHEBI_17303,MORPHINE
http://purl.obolibrary.org/obo/CHEBI_5818,HYDROXYZINE
http://purl.obolibrary.org/obo/CHEBI_50275,ESOMEPRAZOLE
http://purl.obolibrary.org/obo/CHEBI_7852,OXYCODONE
http://purl.obolibrary.org/obo/DRON_00012887,INFLIXIMAB
http://purl.obolibrary.org/obo/DRON_00019465,USTEKINUMAB
http://purl.obolibrary.org/obo/CHEBI_50694,MINOCYCLINE
http://purl.obolibrary.org/obo/CHEBI_2663,AMIODARONE
http://purl.obolibrary.org/obo/CHEBI_9667,TRIAMCINOLONE
http://purl.obolibrary.org/obo/DRON_00011800,ZOPICLONE
http://purl.obolibrary.org/obo/DRON_00010111,HYDROXYCHLOROQUINE
http://purl.obolibrary.org/obo/CHEBI_10125,ZOLPIDEM
http://purl.obolibrary.org/obo/DRON_00723200,IRON
http://purl.obolibrary.org/obo/CHEBI_33234,VITAMIN E
http://purl.obolibrary.org/obo/CHEBI_2379,ACEBUTOLOL
http://purl.obolibrary.org/obo/CHEBI_9123,SERTRALINE
http://purl.obolibrary.org/obo/CHEBI_28748,DOXORUBICIN
http://purl.obolibrary.org/obo/CHEBI_10033,WARFARIN
http://purl.obolibrary.org/obo/CHEBI_9925,SODIUM VALPROATE
http://purl.obolibrary.org/obo/CHEBI_16962,CORTISONE
http://purl.obolibrary.org/obo/DRON_00019123,ROMIPLOSTIM
http://purl.obolibrary.org/obo/CHEBI_16796,MELATONIN
http://purl.obolibrary.org/obo/DRON_00723183,CALCIUM
http://purl.obolibrary.org/obo/DRON_00018175,CALCIUM CITRATE
http://purl.obolibrary.org/obo/CHEBI_4708,DOXAZOSIN
http://purl.obolibrary.org/obo/DRON_00018242,ONDANSETRON
http://purl.obolibrary.org/obo/DRON_00018971,ADALIMUMAB
http://purl.obolibrary.org/obo/CHEBI_28001,VANCOMYCIN
http://purl.obolibrary.org/obo/DRON_00017834,MIDAZOLAM
http://purl.obolibrary.org/obo/CHEBI_28304,HEPARIN
http://purl.obolibrary.org/obo/CHEBI_5779,HYDROCODONE
http://purl.obolibrary.org/obo/DRON_00017825,MECLIZINE
http://purl.obolibrary.org/obo/DRON_00012992,IRINOTECAN
http://purl.obolibrary.org/obo/CHEBI_46245,COENZYME Q10
http://purl.obolibrary.org/obo/DRON_00012653,NICARDIPINE
http://purl.obolibrary.org/obo/CHEBI_42068,IDARUBICIN
http://purl.obolibrary.org/obo/CHEBI_2637,AMIKACIN
