Cycle,Case,Time
Description Cycle,Case-01,156.79700000000003
EKG Cycle,Case-01,68.23499999999999
Description Cycle,Case-02,64.36100000000002
EKG Cycle,Case-02,38.839999999999975
Description Cycle,Case-03,56.30799999999999
EKG Cycle,Case-03,60.456999999999994
Description Cycle,Case-07,53.76999999999998
EKG Cycle,Case-07,61.301000000000045
Description Cycle,Case-08,75.3309999999999
EKG Cycle,Case-08,68.404
Description Cycle,Case-09,86.61900000000003
EKG Cycle,Case-09,106.28499999999997
Description Cycle,Case-12,109.93099999999993
EKG Cycle,Case-12,77.19399999999996
Description Cycle,Case-13,46.067999999999984
EKG Cycle,Case-13,50.016000000000076
Description Cycle,Case-15,95.00499999999988
EKG Cycle,Case-15,86.28600000000006
