Cycle,Case,Time
Description Cycle,Case-01,21.297000000000004
EKG Cycle,Case-01,86.15599999999999
Description Cycle,Case-02,45.86699999999999
EKG Cycle,Case-02,18.296999999999997
Description Cycle,Case-03,26.381
EKG Cycle,Case-03,41.531000000000034
Description Cycle,Case-07,31.710000000000036
EKG Cycle,Case-07,17.47800000000001
Description Cycle,Case-08,31.14300000000003
EKG Cycle,Case-08,39.351
Description Cycle,Case-09,87.012
EKG Cycle,Case-09,78.03999999999996
Description Cycle,Case-12,45.28200000000004
EKG Cycle,Case-12,40.634000000000015
Description Cycle,Case-13,18.508000000000038
EKG Cycle,Case-13,56.07599999999991
Description Cycle,Case-15,18.680999999999926
EKG Cycle,Case-15,12.062000000000012
Description Cycle,Case-16,62.434999999999945
EKG Cycle,Case-16,35.067999999999984
Description Cycle,Case-17,40.625
EKG Cycle,Case-17,63.31599999999992
Description Cycle,Case-19,25.079000000000065
EKG Cycle,Case-19,75.36999999999989
