Cycle,Case,Time
Description Cycle,Case-01,48.852
EKG Cycle,Case-01,29.381999999999998
Description Cycle,Case-02,67.65599999999999
EKG Cycle,Case-02,20.98600000000002
Description Cycle,Case-03,36.018
EKG Cycle,Case-03,24.905
Description Cycle,Case-07,23.72399999999999
EKG Cycle,Case-07,20.597000000000037
Description Cycle,Case-08,29.79000000000002
EKG Cycle,Case-08,33.80500000000001
Description Cycle,Case-09,94.99799999999999
EKG Cycle,Case-09,63.94500000000005
Description Cycle,Case-12,87.332
EKG Cycle,Case-12,18.940000000000055
Description Cycle,Case-13,57.45900000000006
EKG Cycle,Case-13,15.370999999999981
Description Cycle,Case-15,13.177000000000021
EKG Cycle,Case-15,31.468000000000075
Description Cycle,Case-16,48.79500000000007
EKG Cycle,Case-16,28.875999999999976
Description Cycle,Case-17,41.21199999999999
EKG Cycle,Case-17,19.781000000000176
Description Cycle,Case-19,58.100000000000136
EKG Cycle,Case-19,27.783999999999878
