Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
6b57af4a-5757-31a8-9916-5744531df0ad,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,58.643523,-134.28116699999998,9077968900,0.0,74398
f77fd989-36eb-3782-bc6a-af621145e22a,Juneau VA Outreach Clinic,709 West 9th Street  Suite 150,Juneau,AK,99801,58.301617,-134.4209,907-796-4300 Or 907-796-4300,0.0,4315
05f8f781-5f80-3311-9554-682fdc24cc4a,PCP11074,9000 GLACIER HWY,JUNEAU,AK,99801-8097,58.3727,-134.17878100000001,907-790-9600,0.0,777
81a2bd9a-1c41-3055-b5f1-a60d02ec9cc5,PCP17346,8800 GLACIER HWY,JUNEAU,AK,99801-8079,58.3727,-134.17878100000001,907-789-1855,0.0,938
9ccac7f4-022d-31a8-a465-4215cdc14707,WELLSPRING INC,2231 JORDAN AVE,JUNEAU,AK,99801-8050,58.3727,-134.17878100000001,907-789-1812,0.0,679
564433e6-4be0-3587-997d-73f5025e255b,PCP22503,2205 N JORDAN AVE,JUNEAU,AK,99801-8050,58.3727,-134.17878100000001,907-790-3224,0.0,868
e01724eb-81db-32d5-b409-3065502b09d6,PCP22785,10301 GLACIER HWY 100,JUNEAU,AK,99801-8561,58.3727,-134.17878100000001,907-790-4047,0.0,282
b551892a-98ea-3fd2-b125-24282f48e701,PCP22789,3260 HOSPITAL DR,JUNEAU,AK,99801-7808,58.3727,-134.17878100000001,907-796-8631,0.0,595
2e4ce585-5e2d-3116-b35f-36204d7c82df,PCP26820,9309 GLACIER HWY,JUNEAU,AK,99801-9300,58.3727,-134.17878100000001,907-789-3175,0.0,861
64f03fc6-ec69-36f7-aa39-07556ee101b2,PCP45152,641 W WILLOUGHBY AVE,JUNEAU,AK,99801-1748,58.3727,-134.17878100000001,907-586-8100,0.0,352
f42988ff-8d38-3437-9046-769eb1f746bf,PCP54594,415 6TH ST,JUNEAU,AK,99801-1074,58.3727,-134.17878100000001,907-523-8120,0.0,609
6a65812b-e33f-3cbc-90f1-9fcc8403c807,PCP55463,8800 GLACIER HWY,JUNEAU,AK,99801-8080,58.3727,-134.17878100000001,907-789-1600,0.0,526
03b0010d-bb0a-3e53-862e-34f6a4dde615,JUNEAU OBSTETRICS AND GYNECOLOGY  P.C.,3268 HOSPITAL DR,JUNEAU,AK,99801-7800,58.3727,-134.17878100000001,907-586-1717,0.0,577
acd5ae56-4f71-3308-9844-0f4d69ed42a4,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801-7808,58.3727,-134.17878100000001,907-796-8633,0.0,886
0875a98e-0795-3ae0-b2b0-cea1579133e6,JUNEAU PHYSICAL THERAPY,641 W WILLOUGHBY AVE,JUNEAU,AK,99801-1748,58.3727,-134.17878100000001,907-586-5951,0.0,847
c243d20b-cfb6-3a93-ab8c-366093c7afa3,ALLERGY AND ASTHMA ASSOCIATES PLLC,1600 GLACIER AVE,JUNEAU,AK,99801-1430,58.3727,-134.17878100000001,425-454-2191,0.0,907
d3950133-437a-3f57-8b9f-29ff1f2398ef,ALASKA VEIN CARE,8390 AIRPORT BLVD,JUNEAU,AK,99801-6927,58.3727,-134.17878100000001,907-523-2737,0.0,668
dbc9c84c-7380-3468-a1c7-2fc31f176158,JUNEAU PHYSICAL THERAPY,8390 AIRPORT BLVD,JUNEAU,AK,99801-6927,58.3727,-134.17878100000001,907-789-4165,0.0,623
62511591-5591-3446-b56b-fe261b739363,BARTLETT REGIONAL HOSPITAL,1701 SALMON CREEK LN,JUNEAU,AK,99801-7868,58.3727,-134.17878100000001,907-796-8720,0.0,699
f65e4641-4f37-3792-8c2c-34b83b8ce983,PCP81812,3260 HOSPITAL DR,JUNEAU,AK,99801-7808,58.3727,-134.17878100000001,907-796-8900,0.0,325
dfabcd42-4896-3364-98c1-baed58539fe4,PCP86165,8800 GLACIER HWY,JUNEAU,AK,99801-8080,58.3727,-134.17878100000001,,0.0,719
1006f52d-b9d7-3eda-b821-7e52123d493d,PCP89464,2354 MENDENHALL LOOP RD,JUNEAU,AK,99801-8001,58.3727,-134.17878100000001,,0.0,803
10b43af7-7197-3623-9145-fcfa33e703b2,PCP90977,1701 SALMON CREEK RD,JUNEAU,AK,99801,58.3727,-134.17878100000001,,0.0,602
3236fe97-7c5d-3b65-8ca4-414dfcd9eea6,FAMILY PRACTICE PHYSICIANS INC,10301 GLACIER HWY,JUNEAU,AK,99801-8561,58.3727,-134.17878100000001,907-789-3418,0.0,794
7bb3dce0-08b8-3926-b273-0e83efe99023,PCP99894,8800 GLACIER HWY,JUNEAU,AK,99801-8079,58.3727,-134.17878100000001,,0.0,515
53ae6019-6140-3e35-b062-ad0add1ac5e0,PCP101642,3225 HOSPITAL DR,JUNEAU,AK,99801-7863,58.3727,-134.17878100000001,,0.0,603
ae478b76-05a6-3e57-9484-6a7becbc7f05,PCP107860,8391 AIRPORT BLVD,JUNEAU,AK,99801-8065,58.3727,-134.17878100000001,,0.0,677
1d6b21de-4d52-3e1f-a94a-440ceb668ced,PCP107948,7691 GLACIER HWY,JUNEAU,AK,99801-7912,58.3727,-134.17878100000001,,0.0,1094
03ed2870-6e8b-3eaa-b7f2-211914f1511c,PCP109398,8800 GLACIER HWY 103,JUNEAU,AK,99801-8079,58.3727,-134.17878100000001,,0.0,1254
7c3522df-126b-305a-a0a3-7479cd6a79f6,ARCTIC CHIROPRACTIC JUNEAU LLC,2243 JORDAN AVE,JUNEAU,AK,99801-8050,58.3727,-134.17878100000001,907-790-3371,0.0,588
17be8883-b3de-3c8c-b417-f60bc9514860,FAMILY PRACTICE PHYSICIANS INC,3260 HOSPITAL DR,JUNEAU,AK,99801-7808,58.3727,-134.17878100000001,907-789-3418,0.0,957
632a24a2-95e2-3407-b006-f557dd825b56,PCP116646,8800 GLACIER HWY 108,JUNEAU,AK,99801-8079,58.3727,-134.17878100000001,,0.0,474
50cffdcc-6745-352b-8ad8-1be15178e5af,PCP117426,3227 GLACIER HWY,JUNEAU,AK,99801-7842,58.3727,-134.17878100000001,,0.0,659
