FCID_CODE,FCID_DESC,CGN,CG_SUBGROUP,POPULARITY,INTAKE_SUM,INTAKE_AVG,INTAKE_BW_AVG,RECIPES
600350000,"Soybean, oil",6,6,27489,1142733.6296256,22.45012140479754818176460187422644,0.44968167109552857507711046934244907,6006
3600223000,"Milk, nonfat solids",36,36,27442,1790450.5997501,11.27352898425314351557433304579427,0.30122634602682550576442365208192974,6084
3600222000,"Milk, fat",36,36,27416,858672.3479341,5.64459252009295109878190674651433,0.13764494416793910191095363620228368,5634
3600224000,"Milk, water",36,36,27416,12172993.1624183,80.03230197315139282450476985687142,2.36267524331825497531245685432705899,5641
2003128000,"Cottonseed, oil",20,20C,27368,74054.8114869,1.47232119541333651437432899916498,0.03041353598471708616644797009821464,4908
1500402000,"Wheat, flour",15,15,27341,4054031.1890924,31.91044983700450237712918358993734,0.66264038208033988224552123673687856,5005
9500362000,"Sugarcane, sugar",95,O,27326,989041.8315383,19.63436427328727691421991940126655,0.40894795029119170984455958549222798,4436
101052000,"Beet, sugar",1,1A,27322,749318.8270441,14.98038438712714914034386245501799,0.31611475212353258696521391443422631,4397
1500124000,"Corn, field, syrup",15,15,27256,2814649.1598176,19.59229825643424450616381620620767,0.38120762014684917966601930934630832,3163
2001319000,"Rapeseed, oil",20,20A,26864,65645.1671205,1.38781774424430773133760385615526,0.02622878181360859178452886831145219,4068
